Edad,IngresoMensual,DeudaActual,HistorialCrediticio,CantidadPrestamos,RatioDeudaIngreso,AntiguedadCliente,NivelRiesgo,Moroso
0.07843137254901966,0.5744720266765468,0.9714152296454421,Malo,0.33333333333333337,0.16347753743760401,0.3157894736842105,Alto,Si
1.0,0.7814931456094849,0.8638137487075147,Bueno,0.16666666666666666,0.11189683860232946,0.42105263157894735,Alto,No
0.3921568627450981,0.10531678399407188,0.6393716020146093,Bueno,0.8333333333333334,0.34109816971713813,0.736842105263158,Alto,Si
0.27450980392156865,0.08892182289736938,0.4231012974884093,Bueno,0.9999999999999999,0.24417637271214646,0.3157894736842105,Alto,Si
0.4509803921568628,0.741107817710263,0.7190554017544445,Bueno,0.6666666666666666,0.09733777038269552,0.8421052631578947,Alto,No
0.43137254901960786,0.3645794738792145,0.7290283846436076,Bueno,0.16666666666666666,0.1772046589018303,0.05263157894736842,Alto,No
0.09803921568627455,0.3416080029640608,0.9491010973616624,Bueno,0.5,0.24209650582362732,1.0,Alto,Si
0.5490196078431373,0.37634309003334565,0.3132650678763217,Regular,0.0,0.07445923460898503,0.3684210526315789,Alto,Si
0.3921568627450981,0.6637643571693219,0.4758680497648511,Bueno,0.0,0.07113144758735442,0.736842105263158,Alto,Si
0.4117647058823529,0.7914968506854391,0.6927053800740469,Malo,0.5,0.08860232945091515,0.7894736842105263,Alto,No
0.07843137254901966,0.636624675805854,0.29512024282045296,Bueno,0.0,0.04575707154742097,0.42105263157894735,Alto,No
0.4509803921568628,0.4355316783994072,0.08235215636569827,Bueno,0.0,0.017470881863560734,0.9473684210526316,Medio,No
0.8431372549019608,0.1792330492775102,0.023781728428004405,Regular,0.8333333333333334,0.009567387687188022,0.42105263157894735,Bajo,No
0.0,0.8200259355316784,0.21426903705680264,Bueno,0.16666666666666666,0.02662229617304493,0.631578947368421,Medio,No
0.11764705882352944,0.055576139310855865,0.6056168906974417,Regular,0.0,0.41930116472545764,0.8421052631578947,Alto,No
0.09803921568627455,0.39838829195998515,0.6251292485240653,Bueno,0.33333333333333337,0.141846921797005,0.05263157894736842,Alto,Si
0.7254901960784313,0.910522415709522,0.22157366332010273,Malo,0.6666666666666666,0.02495840266222962,0.3157894736842105,Medio,No
0.5098039215686275,0.9024638755094478,0.6490777492411861,Regular,0.6666666666666666,0.0740432612312812,0.631578947368421,Alto,Si
0.2941176470588236,0.7366617265653945,0.9513692004936459,Malo,0.33333333333333337,0.12978369384359403,0.0,Alto,Si
0.37254901960784315,0.7326787699147832,0.03759047396684567,Regular,0.8333333333333334,0.005407653910149751,0.15789473684210525,Bajo,Si
0.47058823529411764,0.005464987032234164,0.9357593142323472,Regular,0.33333333333333337,0.9251247920133112,0.05263157894736842,Alto,Si
0.07843137254901966,0.3619859207113746,0.5081885193956173,Bueno,0.16666666666666666,0.12396006655574045,0.3684210526315789,Alto,Si
0.607843137254902,0.35735457576880325,0.2755078216203595,Malo,0.9999999999999999,0.0678036605657238,0.2631578947368421,Alto,Si
0.17647058823529416,0.9166357910337162,0.4204329408625463,Malo,0.6666666666666666,0.04742096505823627,0.7894736842105263,Alto,Si
0.8039215686274509,0.7365690996665432,0.4296387712217738,Malo,0.0,0.058652246256239604,0.05263157894736842,Alto,Si
0.23529411764705888,0.4185809559095961,0.8187852306460759,Bueno,0.6666666666666666,0.17845257903494177,0.8421052631578947,Alto,No
0.607843137254902,0.207206372730641,0.4518861945899069,Bueno,0.0,0.16389351081530784,0.15789473684210525,Alto,No
0.8039215686274509,0.17617636161541309,0.48424001867849636,Bueno,0.16666666666666666,0.19467554076539104,1.0,Alto,No
0.03921568627450983,0.047980733605038905,0.26993762716387043,Bueno,0.5,0.19592346089850252,0.631578947368421,Alto,Si
0.9215686274509803,0.5501111522786217,0.3355124912444548,Bueno,0.0,0.058652246256239604,0.7894736842105263,Alto,No
0.17647058823529416,0.5784549833271582,0.8675828024415463,Bueno,0.33333333333333337,0.14517470881863564,0.5789473684210527,Alto,Si
0.7450980392156864,0.1754353464246017,0.038224208665488146,Regular,0.33333333333333337,0.0153910149750416,0.736842105263158,Medio,No
0.8627450980392156,0.9548907002593552,0.14622594309729495,Bueno,0.0,0.015806988352745428,0.9473684210526316,Medio,No
0.0,0.6458873656909966,0.30349221173409824,Malo,0.5,0.0461730449251248,0.2631578947368421,Alto,Si
0.2941176470588236,0.17812152649129306,0.49137787265268,Malo,0.8333333333333334,0.19633943427620634,0.3684210526315789,Alto,Si
1.0,0.8245646535753982,0.33961508955671926,Malo,0.33333333333333337,0.04201331114808653,0.5263157894736843,Alto,Si
0.5098039215686275,0.4264542423119674,0.1491611353857443,Regular,0.6666666666666666,0.03202995008319468,0.3157894736842105,Alto,Si
0.17647058823529416,0.08771767321230084,0.06737600480304191,Bueno,0.16666666666666666,0.03951747088186356,0.2631578947368421,Alto,Si
0.4117647058823529,0.09114486846980363,0.5009172475901404,Bueno,0.8333333333333334,0.28577371048252914,0.9473684210526316,Alto,No
0.1960784313725491,0.7094294183030752,0.2230079050065041,Bueno,0.33333333333333337,0.031613976705490855,0.7894736842105263,Alto,Si
0.5294117647058824,0.12236013338273435,0.7666188586104533,Regular,0.0,0.37895174708818635,0.7894736842105263,Alto,No
0.5294117647058824,0.049370137087810295,0.07871652046295986,Regular,0.6666666666666666,0.056988352745424305,0.631578947368421,Alto,No
0.4901960784313726,0.7735272323082623,0.42880490977619157,Regular,0.16666666666666666,0.05615640599001665,0.2631578947368421,Alto,Si
0.09803921568627455,0.14329381252315673,0.9961975918081452,Bueno,0.16666666666666666,0.45216306156405994,0.10526315789473684,Alto,No
0.5490196078431373,0.8426268988514264,0.6182248757546446,Bueno,0.5,0.07487520798668887,0.47368421052631576,Alto,No
0.4509803921568628,0.21220822526861802,0.13255061538974683,Bueno,0.8333333333333334,0.04742096505823627,0.6842105263157894,Alto,No
1.0,0.10939236754353465,0.2653013575264334,Regular,0.8333333333333334,0.13893510815307822,0.15789473684210525,Alto,Si
0.5686274509803921,0.3240088921822897,0.2423534905440112,Bueno,0.5,0.06447587354409319,0.15789473684210525,Alto,No
0.7254901960784313,0.38412374953686546,0.32987558787231913,Bueno,0.0,0.076955074875208,0.8421052631578947,Alto,No
0.7254901960784313,0.696369025565024,0.16463760381574996,Malo,0.5,0.023710482529118136,0.6842105263157894,Medio,Si
0.8823529411764707,0.8470729899962949,0.7242920516327007,Bueno,0.33333333333333337,0.08735440931780368,0.631578947368421,Alto,No
0.1568627450980392,0.42589848091885885,0.4080917914679297,Malo,0.6666666666666666,0.08777038269550749,0.9473684210526316,Alto,Si
0.9607843137254902,0.5969803630974435,0.8463360128081118,Regular,0.16666666666666666,0.13810316139767057,0.5789473684210527,Alto,Si
0.11764705882352944,0.49536865505742866,0.9602414862746406,Bueno,0.8333333333333334,0.1830282861896839,0.3684210526315789,Alto,No
0.5294117647058824,0.9940718784735088,0.6184250025015843,Bueno,0.16666666666666666,0.06447587354409319,0.2631578947368421,Alto,Si
0.5294117647058824,0.7460170433493887,0.1178079450318535,Bueno,0.33333333333333337,0.015806988352745428,0.5263157894736843,Medio,No
0.5294117647058824,0.26167098925527976,0.3014575898068777,Bueno,0.33333333333333337,0.09359400998336108,1.0,Alto,No
0.4117647058823529,0.33253056687662097,0.3553583936493112,Bueno,0.0,0.09276206322795343,0.0,Alto,No
0.7647058823529412,0.27908484623934793,0.2000600380240819,Bueno,0.0,0.05948419301164726,0.47368421052631576,Alto,Si
0.9215686274509803,0.7451834012597258,0.16747273273072946,Regular,0.8333333333333334,0.02246256239600666,0.5789473684210527,Medio,Si
0.5098039215686275,0.8756020748425343,0.47967045795670593,Regular,0.9999999999999999,0.05615640599001665,0.6842105263157894,Alto,No
0.7254901960784313,0.9327528714338644,0.01757779927287282,Bueno,0.33333333333333337,0.002079866888519135,1.0,Bajo,No
0.7058823529411765,0.9610040755835494,0.960875220973283,Bueno,0.6666666666666666,0.10357737104825293,0.8421052631578947,Alto,Si
0.8431372549019608,0.0724342349018155,0.3676661885861045,Bueno,0.16666666666666666,0.2312811980033278,0.736842105263158,Alto,No
0.3529411764705882,0.9305298258614301,0.45735632567292617,Bueno,0.33333333333333337,0.05074875207986689,0.3157894736842105,Alto,No
0.8823529411764707,0.2880696554279363,0.8693839431640039,Bueno,0.9999999999999999,0.2516638935108153,0.736842105263158,Alto,Si
0.7843137254901961,0.028806965542793633,0.6220606384043227,Regular,0.9999999999999999,0.5128951747088187,0.5789473684210527,Alto,Si
0.8627450980392156,0.584290477954798,0.3266735599212835,Bueno,0.6666666666666666,0.05449251247920134,0.2631578947368421,Alto,No
0.8039215686274509,0.1046683957021119,0.9826890363897135,Bueno,0.33333333333333337,0.5253743760399335,0.9473684210526316,Alto,No
0.5490196078431373,0.4752686180066691,0.755478469697475,Regular,0.9999999999999999,0.14891846921797006,1.0,Alto,Si
0.019607843137254943,0.9082067432382364,0.2560955271672059,Regular,0.6666666666666666,0.02911813643926789,0.47368421052631576,Medio,Si
0.823529411764706,0.700259355316784,0.9638437677195557,Malo,0.33333333333333337,0.1372712146422629,0.8421052631578947,Alto,Si
0.4509803921568628,0.3069655427936273,0.11010306527467395,Bueno,0.33333333333333337,0.030366056572379372,0.736842105263158,Alto,No
0.27450980392156865,0.573638384586884,0.16270304526199925,Regular,0.5,0.027454242928452582,0.3157894736842105,Medio,No
0.8431372549019608,0.2740829937013709,0.7648844268036423,Bueno,0.33333333333333337,0.22920133111480867,0.3157894736842105,Alto,No
